,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_base_estimator,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,99.44005155563354,16.416298866271973,0.333125,0.38369598572276903,"GaussianNB(priors=None, var_smoothing=1e-09)","{'base_estimator': GaussianNB(priors=None, var_smoothing=1e-09)}",1,0.3380893300248139,0.38916718847839704,0.33229620410703176,0.3829188174565932,0.34019975031210986,0.39418568302594564,0.34023854362837413,0.38052130482285,0.3146279949558638,0.37168693483005927,0.377264662973499,2.890051208617131,0.00964531561389529,0.007679423178591173
