,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,5.046614646911621,0.09620255253236167,0.053249263763427736,0.006880240352328874,gini,1,2,35,"{'criterion': 'gini', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 35}",0.46029776674937967,0.4592408214063473,0.45630461922596754,0.448210922787194,0.44388398486759145,0.453625,0.006433748877473108,22,0.9998434564809017,1.0,1.0,1.0,1.0,0.9999686912961803,6.261740763933154e-05
1,5.055286693572998,0.2592680746196478,0.05830845832824707,0.011036604479017918,gini,1,5,35,"{'criterion': 'gini', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 35}",0.4745657568238213,0.4903546981953951,0.46878901373283394,0.45134965473948524,0.46153846153846156,0.469375,0.013068502522270575,5,0.9985911083281153,0.999061473486626,0.9985933104095029,0.9989074449820509,0.9985968194574368,0.9987500313327464,0.0001975181612508852
2,5.149052286148072,0.27708749220805545,0.05614104270935059,0.0094060150111314,gini,1,8,35,"{'criterion': 'gini', 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 35}",0.4838709677419355,0.48039825762289984,0.46441947565543074,0.4620213433772756,0.45775535939470363,0.46975,0.010443294843214396,3,0.9948340638697558,0.9956202096042547,0.9962488277586746,0.9953176213516466,0.9951668225756158,0.9954375090319896,0.00047820661910127796
3,4.421392774581909,0.05176068513343853,0.04564361572265625,0.0069701196113701345,gini,1,11,35,"{'criterion': 'gini', 'min_samples_leaf': 1, 'min_samples_split': 11, 'n_estimators': 35}",0.46774193548387094,0.4835096453018046,0.46254681647940077,0.4500941619585687,0.45775535939470363,0.464375,0.011215975272047709,13,0.9866938008766437,0.9846707336148913,0.9859331040950297,0.9840799125955986,0.9834736513875897,0.9849702405139507,0.001184899472321435
4,4.152964639663696,0.0560447079003528,0.044535493850708006,0.008771267333321429,gini,4,2,35,"{'criterion': 'gini', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 35}",0.47518610421836227,0.49471064094586187,0.4700374531835206,0.4425612052730697,0.45334174022698615,0.46725,0.018040158574461878,8,0.9768315591734502,0.9776317847645862,0.9779618630822132,0.977212423911347,0.9777050202681634,0.9774685302399521,0.0003993192851898037
5,4.0859230041503904,0.08100131384845971,0.04875140190124512,0.013077162164487332,gini,4,5,35,"{'criterion': 'gini', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 35}",0.47518610421836227,0.4747977598008712,0.4675405742821473,0.448210922787194,0.46279949558638084,0.46575,0.009899907367739557,11,0.9783969943644333,0.9785703112779602,0.9749921850578306,0.9793975339472452,0.9770813844714686,0.9776876818237875,0.0015387691582882956
6,4.10868124961853,0.07725382522664494,0.050159645080566403,0.007296642952243871,gini,4,8,35,"{'criterion': 'gini', 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 35}",0.4770471464019851,0.48599875544492843,0.4756554307116105,0.44883866917765225,0.46027742749054223,0.469625,0.013251260873875511,4,0.978240450845335,0.9795088377913342,0.9795248515160988,0.9776806617761823,0.9792641097599002,0.97884378233777,0.000748289710517475
7,4.0243120193481445,0.05211322948124128,0.04371867179870605,0.00429326946524139,gini,4,11,35,"{'criterion': 'gini', 'min_samples_leaf': 4, 'min_samples_split': 11, 'n_estimators': 35}",0.47208436724565755,0.48164281269446174,0.46441947565543074,0.4563716258631513,0.4691046658259773,0.46875,0.008361920862885933,7,0.9574201628052599,0.9587048334115439,0.9590497030321976,0.9591072264710473,0.9597754911131899,0.9588114833666477,0.0007772606571430503
8,3.7900318145751952,0.13917041066886282,0.055104827880859374,0.012886499444230232,gini,7,2,35,"{'criterion': 'gini', 'min_samples_leaf': 7, 'min_samples_split': 2, 'n_estimators': 35}",0.47084367245657566,0.4741754822650902,0.46629213483146065,0.44193345888261143,0.44829760403530894,0.460375,0.01280583910811748,18,0.9046649968691296,0.8989519787267324,0.9043451078462019,0.8974559076010613,0.8963205487995011,0.9003477079685253,0.003497049318715617
9,3.7103206634521486,0.044460079776410165,0.03696885108947754,0.0030162080478450867,gini,7,5,35,"{'criterion': 'gini', 'min_samples_leaf': 7, 'min_samples_split': 5, 'n_estimators': 35}",0.46153846153846156,0.48226509023024267,0.4606741573033708,0.4394224733207784,0.4508196721311476,0.459,0.014148256523581284,19,0.8958985597996243,0.902549663694666,0.8994998437011567,0.9007335726549087,0.8999064546304958,0.8997176188961703,0.002178115567806898
10,3.702009582519531,0.0290671199400062,0.04872150421142578,0.008888586284093893,gini,7,8,35,"{'criterion': 'gini', 'min_samples_leaf': 7, 'min_samples_split': 8, 'n_estimators': 35}",0.4596774193548387,0.4729309271935283,0.46441947565543074,0.45323289391086,0.45964691046658257,0.462,0.006531743932874037,16,0.9046649968691296,0.9061473486625997,0.8976242575804939,0.8971437490245044,0.8925787340193327,0.8996318172312121,0.005054736571712969
11,3.717165231704712,0.04665144243675719,0.04359159469604492,0.0082632870690896,gini,7,11,35,"{'criterion': 'gini', 'min_samples_leaf': 7, 'min_samples_split': 11, 'n_estimators': 35}",0.4640198511166253,0.48226509023024267,0.4818976279650437,0.4538606403013183,0.44829760403530894,0.466125,0.013999896248032166,10,0.902316844082655,0.8994212419834193,0.9024695217255392,0.9032308412673639,0.8939819145618959,0.9002840727241747,0.0034074467265130266
