,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_base_estimator,param_n_jobs,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,29.975880670547486,0.45061193436758445,0.7339582920074463,0.05689026721030183,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",4,"{'base_estimator': LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001), 'n_jobs': 4}",0.3356079404466501,0.36029869321717484,0.3289637952559301,0.3421217827997489,0.35561160151324084,0.3445,0.011832551149203356,1,0.780369442705072,0.7810104802127327,0.7822757111597374,0.7793038863742783,0.7789211100717183,0.7803761261047077,0.0012064528900258477
