,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_base_estimator,param_n_jobs,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,10.234710931777954,185.8523175239563,0.503,0.9908756697603103,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=None, n_neighbors=7, p=2,
           weights='distance')",4,"{'n_jobs': 4, 'base_estimator': KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=None, n_neighbors=7, p=2,
           weights='distance')}",1,0.5024813895781638,0.9926424546023794,0.5121344119477287,0.991083998122947,0.5081148564294632,0.9889027821194123,0.4915254237288136,0.991259559856407,0.5006305170239597,0.9904895541004054,0.2951913312750287,0.8286111439523423,0.007027419703929046,0.001212738383754483
