,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_jobs,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
30,0.28513665199279786,0.002512565290187584,12.123617792129517,0.07569278621237825,4,76,uniform,"{'n_jobs': 4, 'n_neighbors': 76, 'weights': 'uniform'}",0.4491315136476427,0.45177349097697567,0.4369538077403246,0.4300062774639045,0.43505674653215637,0.440625,0.008416991136738163,34,0.45929868503443955,0.45268262161739403,0.45936230071897466,0.4605899797096925,0.4633613969441846,0.4590589968049371,0.0035117562517007826
31,0.2828229904174805,0.004967528075749334,11.892568445205688,0.29114287361933244,4,76,distance,"{'n_jobs': 4, 'n_neighbors': 76, 'weights': 'distance'}",0.45409429280397023,0.46235220908525204,0.4488139825218477,0.43502824858757055,0.44955863808322827,0.45,0.008887156045279126,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
32,0.27352352142333985,0.002825927886444081,11.363493585586548,0.11699787961083802,4,81,uniform,"{'n_jobs': 4, 'n_neighbors': 81, 'weights': 'uniform'}",0.445409429280397,0.44741754822650903,0.42946317103620474,0.42310106716886375,0.4369482976040353,0.4365,0.009254313740795226,36,0.45757670632435815,0.449397778820585,0.45608002500781497,0.45934134540346494,0.4579045837231057,0.45606008785586577,0.0034887162925215163
33,0.2731624603271484,0.003958126324684747,11.106536960601806,0.10245635606377601,4,81,distance,"{'n_jobs': 4, 'n_neighbors': 81, 'weights': 'distance'}",0.4491315136476427,0.4567517112632234,0.44069912609238454,0.42875078468298805,0.44388398486759145,0.443875,0.009297454319516462,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0
34,0.2760653495788574,0.008990859423420532,11.34353175163269,0.2453103352302065,4,86,uniform,"{'n_jobs': 4, 'n_neighbors': 86, 'weights': 'uniform'}",0.4392059553349876,0.44679527069072805,0.43196004993757803,0.416195856873823,0.43253467843631777,0.433375,0.010116155424471975,38,0.4513149655604258,0.446582199280463,0.4512347608627696,0.4532542531606056,0.45400685999376367,0.4512786077716056,0.0025848029730208065
35,0.2818595409393311,0.0015356852653081365,11.73134880065918,0.15871878560706681,4,86,distance,"{'n_jobs': 4, 'n_neighbors': 86, 'weights': 'distance'}",0.4478908188585608,0.4561294337274424,0.43820224719101125,0.4243565599497803,0.4394703656998739,0.44125,0.010614866255926576,33,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36,0.2830996036529541,0.009574104649926224,11.804527091979981,0.3775355353772422,4,91,uniform,"{'n_jobs': 4, 'n_neighbors': 91, 'weights': 'uniform'}",0.43734491315136476,0.44741754822650903,0.4282147315855181,0.41368487131198994,0.4274905422446406,0.430875,0.01122207451134413,39,0.4461490294301816,0.443766619740341,0.4495154735854955,0.450600905259872,0.44683504833177423,0.4473734152695329,0.002441435606334849
37,0.270880126953125,0.003950790504075906,11.229313611984253,0.1480258619996387,4,91,distance,"{'n_jobs': 4, 'n_neighbors': 91, 'weights': 'distance'}",0.4478908188585608,0.45426260112009964,0.4369538077403246,0.418706842435656,0.43568726355611603,0.43875,0.012152152451518163,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
38,0.2683626651763916,0.004428650967867727,10.981123447418213,0.08039150267248099,4,96,uniform,"{'n_jobs': 4, 'n_neighbors': 96, 'weights': 'uniform'}",0.43734491315136476,0.4424393279402614,0.4250936329588015,0.40991839296924043,0.42686002522068095,0.428375,0.011242289944095096,40,0.4430181590482154,0.4436101986547787,0.444357611753673,0.4454502887466833,0.4452759588400374,0.44434244340867757,0.0009369006221787875
39,0.265745735168457,0.0013413847829618875,10.849327659606933,0.30650030285895263,4,96,distance,"{'n_jobs': 4, 'n_neighbors': 96, 'weights': 'distance'}",0.4441687344913151,0.45052893590541376,0.435705368289638,0.4155681104833647,0.43190416141235816,0.435625,0.011923848293028625,37,1.0,1.0,1.0,1.0,1.0,1.0,0.0
