,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_n_jobs,param_n_neighbors,param_weights,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.7717690944671631,18.41130690574646,0.510625,1.0,4,6,distance,"{'weights': 'distance', 'n_neighbors': 6, 'n_jobs': 4}",3,0.5142679900744417,1.0,0.5196017423771002,1.0,0.5087390761548065,1.0,0.5021971123666039,1.0,0.5081967213114754,1.0,0.05922406605524031,0.24911666406180402,0.005906437093231413,0.0
1,0.745145606994629,18.358723306655882,0.513375,1.0,4,7,distance,"{'weights': 'distance', 'n_neighbors': 7, 'n_jobs': 4}",1,0.5068238213399504,1.0,0.5208462974486621,1.0,0.5149812734082397,1.0,0.5097300690521029,1.0,0.5145018915510718,1.0,0.008901812356600071,0.06294279329938265,0.004824392928773976,0.0
2,0.9104701042175293,20.17827978134155,0.51175,1.0,4,8,distance,"{'weights': 'distance', 'n_neighbors': 8, 'n_jobs': 4}",2,0.5155086848635235,1.0,0.5189794648413192,1.0,0.5131086142322098,1.0,0.5003138731952291,1.0,0.510718789407314,1.0,0.06654342163795958,0.7653951094699816,0.006322065076447344,0.0
3,0.9772383213043213,21.384023904800415,0.509875,1.0,4,9,distance,"{'weights': 'distance', 'n_neighbors': 9, 'n_jobs': 4}",4,0.5136476426799007,1.0,0.5258245177349098,1.0,0.5056179775280899,1.0,0.4971751412429379,1.0,0.5069356872635561,1.0,0.022112965800232285,0.16307388563552233,0.009561686874025402,0.0
4,0.9769121170043945,21.45908842086792,0.50975,1.0,4,10,distance,"{'weights': 'distance', 'n_neighbors': 10, 'n_jobs': 4}",5,0.5117866004962779,1.0,0.5189794648413192,1.0,0.5106117353308365,1.0,0.5034526051475204,1.0,0.5037831021437579,1.0,0.01510454111734384,0.16518827526864024,0.005748983919872754,0.0
