,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,37.430057764053345,0.18418572872674108,0.013537120819091798,0.0007375182289496482,1,{'C': 1},0.24937965260545905,0.26944617299315493,0.2515605493133583,0.26114249843063403,0.26670870113493067,0.259625,0.007997261671452337,1,0.9887288666249218,0.9868606288127639,0.9890590809628009,0.9900109255501794,0.9856563766760212,0.9880631757253375,0.0015790821217845576
1,37.40265045166016,0.19770033209839452,0.013009405136108399,0.00019334365593138387,11,{'C': 11},0.23635235732009927,0.26322339763534536,0.2390761548064919,0.2523540489642185,0.2572509457755359,0.249625,0.010389304534169858,2,0.9641515341264871,0.9824808384170186,0.9523288527664895,0.9847042297487123,0.9884627377611475,0.974425638563971,0.013866513619933874
2,37.41186599731445,0.1872406717468558,0.013219165802001952,0.00030181944219542247,21,{'C': 21},0.23200992555831265,0.25762289981331676,0.24531835205992508,0.25360954174513495,0.255359394703657,0.24875,0.009380929865212164,3,0.9840325610519725,0.9773189425934616,0.985464207564864,0.9815826439831434,0.9826941066417212,0.9822184923670324,0.0027735036480377754
3,37.39802541732788,0.22863939858627977,0.013389015197753906,0.00043173618385405546,31,{'C': 31},0.2313895781637717,0.2582451773490977,0.2459425717852684,0.25360954174513495,0.2484237074401009,0.2475,0.009142142355545158,4,0.9871634314339386,0.9843578914437666,0.9857768052516411,0.9892305291087873,0.9847209229809791,0.9862499160438224,0.0017810095623626476
4,37.491752815246585,0.2129360131094919,0.013051986694335938,0.00010466820012326346,41,{'C': 41},0.23759305210918114,0.2545115121344119,0.2340823970037453,0.25109855618330196,0.24653215636822196,0.24475,0.007804180854603799,9,0.9787100814026299,0.982637259502581,0.9703032197561738,0.9779928203527392,0.9876831930152791,0.9794653148058806,0.005731969269478174
5,37.47441453933716,0.1925744672160285,0.013316774368286132,0.00022521128523974335,51,{'C': 51},0.2313895781637717,0.24953329184816428,0.2459425717852684,0.25486503452605147,0.2509457755359395,0.2465,0.008109860128859264,7,0.9855979962429555,0.9796652588768966,0.9890590809628009,0.9875136569377244,0.9883068288119738,0.9860285643664704,0.0033839936563800186
6,37.40915641784668,0.15200576808943453,0.013301801681518555,0.00033920713413221457,61,{'C': 61},0.2313895781637717,0.25326695706285,0.2303370786516854,0.2542372881355932,0.24968474148802017,0.24375,0.010671841021526959,10,0.9865372573575454,0.9832629438448303,0.9076273835573617,0.9776806617761823,0.9817586529466792,0.9673733798965198,0.03000830771916938
7,37.3595196723938,0.19717731481693812,0.013138961791992188,0.0002575878742133734,71,{'C': 71},0.23325062034739455,0.2563783447417548,0.23845193508114856,0.24858757062146894,0.2540983606557377,0.246125,0.008950857470000257,8,0.9824671258609894,0.9815423119036446,0.9837449202875899,0.9581707507413766,0.9865918303710633,0.9785033878329328,0.010307851133242117
8,37.27627806663513,0.2652228328408901,0.013072347640991211,0.0002483865124872879,81,{'C': 81},0.23449131513647642,0.2507778469197262,0.2421972534332085,0.25925925925925924,0.2484237074401009,0.247,0.008327203670774351,5,0.984815278647464,0.9602690442671672,0.9843701156611441,0.9878258155142813,0.9842531961334581,0.9803066900447028,0.010104040829006344
9,37.289310693740845,0.14619560466236697,0.013127708435058593,0.00028490841038990517,91,{'C': 91},0.2313895781637717,0.2551337896701929,0.2390761548064919,0.2580037664783427,0.2515762925598991,0.247,0.010160108665455731,5,0.986850344395742,0.9730955732832786,0.9839012191309784,0.9862650226314968,0.9808231992516371,0.9821870717386266,0.0050165643415854035
