,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,62.40353593826294,0.012018585205078125,0.293125,0.8189257657234255,0.1,{'C': 0.1},1,0.27543424317617865,0.8263932373199749,0.3210952084629745,0.8371656499296105,0.301498127340824,0.8530790872147545,0.2667922159447583,0.7476197908537537,0.30075662042875156,0.8303710632990332,0.631684137950691,0.0016422384333141407,0.01959273386925918,0.036797942240018956
